0:0:0:0:0:0:0:1 - - [12/Mar/2026:16:57:49 +0530] "GET /CampusConnect/register HTTP/1.1" 200 9889
0:0:0:0:0:0:0:1 - - [12/Mar/2026:16:57:49 +0530] "GET /CampusConnect/css/register.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/Mar/2026:16:57:49 +0530] "GET /CampusConnect/js/validation.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/Mar/2026:16:58:19 +0530] "POST /CampusConnect/register HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Mar/2026:16:58:19 +0530] "GET /CampusConnect/login HTTP/1.1" 200 3479
0:0:0:0:0:0:0:1 - - [12/Mar/2026:16:58:29 +0530] "POST /CampusConnect/login HTTP/1.1" 200 3457
0:0:0:0:0:0:0:1 - - [12/Mar/2026:17:03:30 +0530] "GET /CampusConnect/ HTTP/1.1" 200 30163
0:0:0:0:0:0:0:1 - - [12/Mar/2026:17:13:52 +0530] "GET /CampusConnect/ HTTP/1.1" 200 30163
0:0:0:0:0:0:0:1 - - [12/Mar/2026:17:13:58 +0530] "GET /CampusConnect/register.jsp HTTP/1.1" 200 9889
0:0:0:0:0:0:0:1 - - [12/Mar/2026:17:13:58 +0530] "GET /CampusConnect/css/register.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/Mar/2026:17:13:58 +0530] "GET /CampusConnect/js/validation.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/Mar/2026:17:15:29 +0530] "POST /CampusConnect/register HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Mar/2026:17:15:29 +0530] "GET /CampusConnect/login HTTP/1.1" 200 3479
0:0:0:0:0:0:0:1 - - [12/Mar/2026:17:15:48 +0530] "POST /CampusConnect/login HTTP/1.1" 200 3460
0:0:0:0:0:0:0:1 - - [12/Mar/2026:17:27:30 +0530] "GET /CampusConnect/ HTTP/1.1" 200 30163
0:0:0:0:0:0:0:1 - - [12/Mar/2026:17:28:44 +0530] "GET /CampusConnect/register.jsp HTTP/1.1" 200 9889
0:0:0:0:0:0:0:1 - - [12/Mar/2026:17:28:44 +0530] "GET /CampusConnect/css/register.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/Mar/2026:17:28:44 +0530] "GET /CampusConnect/js/validation.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/Mar/2026:17:28:47 +0530] "GET /CampusConnect/login.jsp HTTP/1.1" 200 3255
0:0:0:0:0:0:0:1 - - [12/Mar/2026:17:29:34 +0530] "GET /CampusConnect/login.jsp HTTP/1.1" 200 3255
0:0:0:0:0:0:0:1 - - [12/Mar/2026:17:29:37 +0530] "GET /CampusConnect/ HTTP/1.1" 200 30163
0:0:0:0:0:0:0:1 - - [12/Mar/2026:21:55:08 +0530] "GET /CampusConnect/ HTTP/1.1" 200 30163
0:0:0:0:0:0:0:1 - - [12/Mar/2026:21:55:10 +0530] "GET /CampusConnect/login.jsp HTTP/1.1" 200 3255
0:0:0:0:0:0:0:1 - - [12/Mar/2026:21:55:10 +0530] "GET /CampusConnect/css/style.css HTTP/1.1" 200 33100
0:0:0:0:0:0:0:1 - - [12/Mar/2026:21:55:28 +0530] "POST /CampusConnect/login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Mar/2026:21:55:30 +0530] "GET /CampusConnect/dashboard HTTP/1.1" 200 19988
0:0:0:0:0:0:0:1 - - [12/Mar/2026:21:55:30 +0530] "GET /CampusConnect/default.svg HTTP/1.1" 404 1961
0:0:0:0:0:0:0:1 - - [12/Mar/2026:21:55:46 +0530] "GET /CampusConnect/profile HTTP/1.1" 200 11852
0:0:0:0:0:0:0:1 - - [12/Mar/2026:21:55:46 +0530] "GET /CampusConnect/default.svg HTTP/1.1" 404 1961
0:0:0:0:0:0:0:1 - - [12/Mar/2026:21:55:46 +0530] "GET /CampusConnect/images/samples/avatar3.svg HTTP/1.1" 200 261
0:0:0:0:0:0:0:1 - - [12/Mar/2026:21:55:46 +0530] "GET /CampusConnect/images/samples/avatar1.svg HTTP/1.1" 200 261
0:0:0:0:0:0:0:1 - - [12/Mar/2026:21:55:46 +0530] "GET /CampusConnect/images/samples/avatar2.svg HTTP/1.1" 200 261
0:0:0:0:0:0:0:1 - - [12/Mar/2026:21:56:00 +0530] "POST /CampusConnect/profile HTTP/1.1" 200 12074
0:0:0:0:0:0:0:1 - - [12/Mar/2026:21:56:00 +0530] "GET /CampusConnect/uploads/user_11_fe95c76b.png HTTP/1.1" 200 830832
0:0:0:0:0:0:0:1 - - [12/Mar/2026:21:56:10 +0530] "GET /CampusConnect/dashboard HTTP/1.1" 200 20005
0:0:0:0:0:0:0:1 - - [12/Mar/2026:21:56:10 +0530] "GET /CampusConnect/uploads/user_11_fe95c76b.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/Mar/2026:21:56:10 +0530] "GET /CampusConnect/default.svg HTTP/1.1" 404 1961
0:0:0:0:0:0:0:1 - - [12/Mar/2026:21:56:31 +0530] "GET /CampusConnect/logout HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Mar/2026:21:56:31 +0530] "GET /CampusConnect/login HTTP/1.1" 200 3479
0:0:0:0:0:0:0:1 - - [12/Mar/2026:21:56:36 +0530] "POST /CampusConnect/login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Mar/2026:21:56:36 +0530] "GET /CampusConnect/dashboard HTTP/1.1" 200 20005
0:0:0:0:0:0:0:1 - - [12/Mar/2026:21:56:36 +0530] "GET /CampusConnect/uploads/user_11_fe95c76b.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/Mar/2026:21:56:36 +0530] "GET /CampusConnect/default.svg HTTP/1.1" 404 1961
0:0:0:0:0:0:0:1 - - [12/Mar/2026:21:56:55 +0530] "GET /CampusConnect/profile HTTP/1.1" 200 11874
0:0:0:0:0:0:0:1 - - [12/Mar/2026:21:56:55 +0530] "GET /CampusConnect/default.svg HTTP/1.1" 404 1961
0:0:0:0:0:0:0:1 - - [12/Mar/2026:21:57:03 +0530] "POST /CampusConnect/profile HTTP/1.1" 200 12095
0:0:0:0:0:0:0:1 - - [12/Mar/2026:21:57:03 +0530] "GET /CampusConnect/uploads/user_4_4a9815a7.png HTTP/1.1" 200 2152778
0:0:0:0:0:0:0:1 - - [12/Mar/2026:21:57:08 +0530] "GET /CampusConnect/dashboard HTTP/1.1" 200 20021
0:0:0:0:0:0:0:1 - - [12/Mar/2026:21:57:08 +0530] "GET /CampusConnect/uploads/user_4_4a9815a7.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/Mar/2026:21:57:08 +0530] "GET /CampusConnect/uploads/user_11_fe95c76b.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/Mar/2026:21:57:08 +0530] "GET /CampusConnect/default.svg HTTP/1.1" 404 1961
0:0:0:0:0:0:0:1 - - [12/Mar/2026:21:58:15 +0530] "GET /CampusConnect/dashboard?pincode=804452 HTTP/1.1" 200 5519
